Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
747,8,17169,7117.670000000001,7,4,16,211,2086,23,705,1834,4.0,3,10786,41.47488210456217,101,2,121.54701347320956,55665,6,75264,2
811,2,13253,3093.745000000001,9,10,17,307,4477,55,201,2338,8.0,0,8856,25.36663309844901,9,2,149.6791914718775,49608,0,13063,1
838,2,13253,4355.92,9,10,17,307,4477,61,201,2338,8.0,0,8856,34.87244547722143,10,0,149.6791914718775,64895,1,75550,1
838,2,13253,4355.92,9,10,17,307,4477,58,201,2338,8.0,0,8856,26.748543696956496,1,2,149.6791914718775,54047,6,6442,1
838,2,13253,4355.92,9,10,17,307,4477,58,201,2338,8.0,0,8856,29.104817417901057,2,2,149.6791914718775,91048,2,60608,1
838,2,13253,3093.745000000001,9,10,17,307,4477,63,239,2338,8.0,0,8856,32.45491642589787,11,2,149.6791914718775,28191,4,58270,1
838,2,13253,4355.92,9,10,17,307,4477,58,201,2338,8.0,0,8856,39.35775299667583,12,2,149.6791914718775,58755,1,76440,1
838,2,13253,4355.92,9,10,17,307,4477,58,201,2338,8.0,0,8856,39.68063144262693,15,0,149.6791914718775,66672,2,76391,1
838,2,13253,4355.92,9,10,17,307,4477,58,138,2338,8.0,0,8856,35.78156892421596,16,2,149.6791914718775,6942,2,68387,2
597,9,10838,3144.8050000000007,6,6,19,402,1628,58,283,3141,7.0,0,7238,30.316385591181216,27,2,189.9826851874652,81038,1,31650,1
597,9,10838,3144.8050000000007,6,6,19,402,1628,58,179,3141,7.0,0,7238,26.75855634231677,28,2,189.9826851874652,39681,6,4583,1
597,9,10838,3093.745000000001,6,6,19,402,1628,58,283,3141,7.0,0,7238,30.00451211374799,29,2,189.9826851874652,4536,6,39517,1
597,9,10839,3144.8050000000007,6,6,19,402,1628,58,201,3141,7.0,0,7238,23.74175780895091,30,2,189.9826851874652,91048,0,10998,1
597,9,10838,3144.8050000000007,6,6,19,402,1628,58,239,4383,7.0,0,7238,28.788576123915163,31,2,189.9826851874652,28987,6,11463,1
597,9,10838,3144.8050000000007,6,6,19,402,1628,58,179,3141,7.0,0,7238,37.56599215416176,32,2,189.9826851874652,12999,2,15747,1
597,9,10838,3144.8050000000007,6,6,19,0,1628,56,262,3141,7.0,0,7238,33.576405478304885,33,2,189.9826851874652,91048,0,45209,1
597,9,10838,3144.8050000000007,6,6,19,402,1628,58,239,3141,9.0,0,7238,35.76365144981883,34,2,189.9826851874652,12288,3,19662,1
651,5,9802,2688.8025,3,3,6,244,6212,18,153,807,4.0,2,684,30.63613542769661,96,1,59.387531948473786,3120,3,57250,2
672,5,9802,2688.8025,3,3,6,244,6212,18,153,320,4.0,2,684,31.88234033376888,99,1,59.387531948473786,25879,6,45239,2
651,5,9803,3093.745000000001,3,3,6,244,6212,18,81,3989,4.0,2,684,33.3903178253558,100,1,59.387531948473786,70127,0,64670,2
651,5,9802,2688.8025,3,3,6,244,6212,13,117,807,2322.0,2,684,31.413863936563228,101,1,59.387531948473786,20520,3,42313,2
673,5,9802,2688.8025,196,3,6,244,6212,18,117,807,5.0,2,684,36.479232053260034,102,1,59.387531948473786,36483,4,16575,2
673,5,9802,3093.745000000001,3,3,6,244,6212,21,117,807,5.0,2,684,38.64542499992553,103,1,59.387531948473786,89578,2,57308,2
673,5,9802,2688.8025,3,3,6,244,6212,18,117,807,5.0,2,684,36.04202981324228,104,1,59.387531948473786,91048,6,5414,1
673,5,9802,2688.8025,3,3,6,244,6212,17,117,807,5.0,2,684,26.823687661178173,105,1,59.387531948473786,30383,6,37757,1
451,2,16718,6501.533333333333,4,3,22,274,5533,8,9,1146,11.0,2,5723,29.624799219440032,114,2,268.45940163869653,20584,1,74626,1
451,2,924,6501.533333333333,4,3,22,0,5533,8,9,1146,11.0,2,5723,37.726003855189546,115,2,268.45940163869653,29379,2,71133,1
451,2,16717,6501.533333333333,4,3,22,274,5533,8,9,1146,11.0,3,5723,39.071492651471566,116,2,268.45940163869653,72410,1,82668,1
451,15,16717,6501.533333333333,4,3,22,274,5533,8,9,1146,11.0,2,5723,30.423654483483723,117,2,268.45940163869653,24057,5,77578,1
451,2,16717,6501.533333333333,4,3,22,274,5533,7,45,1146,11.0,2,5723,36.8544192803196,118,2,268.45940163869653,45278,3,50953,1
451,2,16717,6501.533333333333,4,3,22,274,5533,8,179,4374,11.0,2,5723,35.63385788949764,109,2,268.45940163869653,63054,1,83537,1
0,2,16717,6501.533333333333,4,3,22,274,5533,8,29,4144,11.0,2,5723,29.208537162300946,110,2,268.45940163869653,8934,0,80090,1
451,2,16717,6501.533333333333,4,3,22,306,5533,8,9,1146,12.0,3,5723,37.09115320710573,119,2,268.45940163869653,91048,0,83871,2
769,15,959,9389.723333333332,4,3,6,211,3452,11,46,2147,1.0,2,3328,29.277623215671053,248,2,210.2954353828492,34614,1,92116,2
769,6,959,9389.723333333332,4,3,6,211,3452,9,62,2147,1.0,2,3328,37.71622322791702,249,2,210.2954353828492,24308,1,93884,2
769,6,959,3093.745000000001,4,3,6,211,3452,6,46,2147,1.0,2,3328,34.80703770690373,250,2,210.2954353828492,73572,1,96873,2
769,6,959,9389.723333333332,4,3,6,211,3452,6,30,2147,1.0,2,3328,25.952706027821804,241,2,210.2954353828492,69156,4,66408,2
769,6,959,9389.723333333332,4,3,6,243,3452,9,46,4383,755.0,3,3328,40.06542813799028,242,2,210.2954353828492,63715,5,77467,2
769,6,959,9389.723333333332,4,3,6,0,3452,9,46,1938,1601.0,3,3328,30.83913641536163,251,2,210.2954353828492,56578,4,83909,2
787,6,959,9389.723333333332,4,3,6,211,3452,9,732,2147,1.0,2,3328,25.42585568378592,252,2,210.2954353828492,77991,4,24228,2
788,15,959,9389.723333333332,4,3,6,211,3452,9,46,4383,1.0,3,3328,21.559968319416143,255,2,210.2954353828492,1366,6,98791,2
0,8,11519,3578.500833333333,3,3,5,211,5269,1,6,3972,2.0,1,12078,25.019979574805088,231,1,61.93618012871372,68751,1,76059,0
388,8,11519,3578.500833333333,3,3,5,211,5269,1,6,3972,2.0,1,12078,39.19301994738465,232,0,61.93618012871372,1405,2,71853,0
388,8,11520,3578.500833333333,3,3,5,211,5269,-2,6,3972,2.0,1,12078,36.21897287433429,233,1,61.93618012871372,24649,4,63809,2
388,8,11519,3578.500833333333,3,3,5,211,5269,1,6,3972,2.0,1,12078,23.96416251832666,86,1,61.93618012871372,24661,0,65582,0
409,8,11519,3578.500833333333,3,3,5,211,5269,1,6,3972,2.0,3,12078,27.553372181580592,235,1,61.93618012871372,68995,0,77030,2
409,8,11519,3578.500833333333,3,3,5,211,5269,3,8,3972,2.0,1,12078,25.854158893779697,86,1,61.93618012871372,90013,2,72633,0
409,8,11520,3578.500833333333,3,3,5,211,5269,1,6,3972,2.0,3,12078,27.27422079422871,237,1,61.93618012871372,15146,2,66223,0
409,15,11519,3578.500833333333,3,3,5,211,5269,1,6,3972,2.0,3,12078,33.81265594392622,86,1,61.93618012871372,63222,2,77867,0
555,1,16231,6116.945,3,6,11,3,3463,29,117,1577,8.0,3,11250,26.52913672299216,372,2,60.42174273137702,29589,2,85670,2
555,1,16231,6116.945,3,6,11,3,3463,29,81,4359,8.0,2,11250,30.570422983909296,86,2,60.42174273137702,32286,5,86544,2
555,1,16231,6116.945,3,6,11,3,3463,29,99,4359,8.0,2,11250,29.75633239978472,374,2,60.42174273137702,91048,6,81316,2
555,1,16231,6116.945,3,6,11,3,3463,29,62,4359,8.0,2,11250,34.99997048500879,375,0,60.42174273137702,89749,1,90003,0
555,1,16231,6116.945,3,6,11,3,3463,29,9,4359,8.0,3,11250,24.27405707274113,86,2,60.42174273137702,32570,0,84780,0
555,1,16231,6116.945,3,6,11,173,3463,29,62,3356,8.0,2,11250,37.76815910489211,377,2,60.42174273137702,17755,1,87670,0
577,1,16231,6116.945,3,6,11,3,3463,31,81,4359,8.0,2,11250,27.87832271544373,378,2,60.42174273137702,87515,1,90197,0
577,1,16232,3093.745000000001,3,6,11,3,3463,24,62,4359,8.0,3,11250,28.350773499864825,379,2,60.42174273137702,42189,3,81102,0
409,11,14321,4880.28,3,5,23,174,1403,9,29,1548,10.0,2,5847,23.82127959506608,96,2,11471.0,22136,2,77121,1
429,11,14321,3093.745000000001,3,5,23,174,1403,9,9,4085,1344.0,3,5847,30.081170886904022,99,2,88.19366251355966,64270,6,5242,1
429,11,14321,3093.745000000001,3,5,23,174,1403,9,9,1548,14.0,2,5847,28.74464742376704,100,2,88.19366251355966,27944,2,74389,2
429,11,14321,4880.28,3,5,23,174,1403,9,9,1102,14.0,2,5847,30.139661694369345,101,2,88.19366251355966,23197,2,76667,1
429,11,14321,4880.28,3,5,23,174,1403,9,9,1548,14.0,2,5847,37.8547524256297,102,2,88.19366251355966,29327,2,73692,1
450,11,14321,3093.745000000001,3,5,23,174,1403,9,9,1548,14.0,3,5847,26.21262423005795,86,2,88.19366251355966,4212,3,82257,1
429,11,14321,4880.28,3,368,23,174,1403,9,9,1548,14.0,3,5847,31.648367358631383,86,2,88.19366251355966,15323,2,79267,1
450,11,14321,4880.28,3,5,23,210,1403,7,9,1548,14.0,3,5847,33.36450847479665,105,2,88.19366251355966,62777,6,6918,1
262,3,8294,2434.151666666666,7,7,6,343,3219,23,732,1635,8.0,2,7621,29.855549431604125,82,2,147.72083686017731,29341,6,7300,2
262,3,8294,2434.151666666666,7,7,6,343,3219,23,46,1635,8.0,3,7621,23.983213920091767,86,2,147.72083686017731,45177,6,94961,2
287,3,8294,2434.151666666666,7,7,6,343,3219,23,732,1635,8.0,2,7621,30.16207947230029,74,2,147.72083686017731,61089,1,32613,2
262,3,8294,3093.745000000001,7,7,6,343,3219,26,732,1295,8.0,2,7621,38.28751963366815,86,2,147.72083686017731,7238,6,24990,2
288,3,8294,2434.151666666666,7,7,6,343,3219,23,732,1635,8.0,2,7621,32.71845760843558,84,2,147.72083686017731,7559,3,14638,2
288,3,8294,2434.151666666666,7,7,6,343,3219,23,671,1635,8.0,2,7621,31.31203002343211,87,2,147.72083686017731,32490,0,42885,2
288,3,8294,2434.151666666666,7,7,6,343,3219,19,732,1635,8.0,2,7621,38.63215750151631,88,2,147.72083686017731,29326,6,7309,2
288,3,8294,2434.151666666666,7,7,6,343,3219,23,732,2452,8.0,2,7621,39.37903754627688,89,2,147.72083686017731,9796,4,15759,2
308,13,6863,1957.5641666666668,8,10,23,342,225,15,138,3305,6.0,0,6883,30.55253139795452,48,2,76.54415456179585,91048,4,9371,1
308,13,6863,1957.5641666666668,8,10,23,307,225,17,81,3305,6.0,3,6883,27.82604067556895,86,2,76.54415456179585,77835,2,36037,1
308,13,6863,1957.5641666666668,8,10,23,307,225,15,117,3305,6.0,0,6883,28.54914768570696,52,2,76.54415456179585,1624,0,36076,1
308,13,6863,3093.745000000001,8,10,23,307,225,18,117,3305,6.0,0,6883,36.988262597119615,53,2,76.54415456179585,29591,5,8646,1
308,15,6863,1957.5641666666668,8,10,23,307,225,19,117,3305,6.0,0,6883,33.45134410651366,54,2,76.54415456179585,82882,2,32192,2
308,13,6825,1957.5641666666668,8,10,23,307,225,15,117,4323,6.0,3,6883,36.84736532060485,55,2,76.54415456179585,9746,5,27882,1
308,15,6863,3093.745000000001,8,10,23,307,225,15,153,3305,6.0,0,6883,36.249504000660025,56,2,76.54415456179585,11061,6,30502,1
308,13,6863,1957.5641666666668,8,10,23,0,225,15,179,3305,6.0,3,6883,28.686997110995737,57,2,76.54415456179585,8594,3,21233,2
531,11,8208,2295.058333333333,6,7,20,0,3463,20,153,1775,6.0,3,2747,29.250477741005927,66,2,0.0,85313,5,68712,2
531,11,8209,2295.058333333333,6,7,20,1,3463,20,153,1775,6.0,3,2747,29.213050923814283,67,2,0.0,84192,3,65768,2
531,11,8208,2295.058333333333,6,7,20,1,3463,20,153,1775,6.0,2,2747,35.13100824720435,68,2,0.0,79304,4,68967,2
554,11,8208,3093.745000000001,6,886,20,1,3463,20,138,1775,6.0,2,2747,29.72027341874076,86,2,0.0,21777,4,50837,2
531,11,8208,2295.058333333333,6,7,20,1,3463,24,153,1775,6.0,2,2747,29.742835947901447,70,2,0.0,70070,2,68156,2
531,11,8208,2295.058333333333,6,7,20,1,3463,20,153,1775,6.0,2,2747,33.54121546654497,61,2,0.0,42379,6,15178,2
531,15,8208,2295.058333333333,6,7,20,1,3463,20,153,1775,6.0,2,2747,28.45101733377935,62,2,0.0,19459,6,58154,2
531,11,8208,2295.058333333333,6,7,20,1,3463,20,153,1775,6.0,3,2747,29.66261389561607,71,2,0.0,57198,1,69364,2
287,2,10390,2935.0916666666667,4,6,5,244,611,13,671,3893,4.0,1,10291,34.125243642084826,86,1,97.64015885660848,40735,4,8256,1
262,2,10390,2935.0916666666667,4,6,5,244,611,13,30,3893,4.0,3,10291,24.45802664758189,159,1,97.64015885660848,91048,6,10730,1
262,2,7346,3093.745000000001,4,6,5,244,611,13,705,3893,4.0,3,10291,25.93324838610368,160,1,97.64015885660848,399,4,57854,1
262,2,10390,2935.0916666666667,4,6,5,273,611,13,705,3893,4.0,1,10291,33.73214200008222,161,1,97.64015885660848,6055,2,48835,2
262,2,10390,2935.0916666666667,4,6,5,244,611,13,705,876,4.0,1,10291,35.75591325261254,162,1,97.64015885660848,49222,0,65221,2
262,2,885,2935.0916666666667,4,6,5,244,611,13,732,3893,4.0,1,10291,32.57627352299643,163,1,97.64015885660848,91048,1,58294,2
262,2,10390,2935.0916666666667,4,6,5,244,611,13,705,4177,4.0,1,10291,40.21960872193948,164,1,97.64015885660848,24312,4,35725,1
262,2,10390,2935.0916666666667,4,200,5,244,611,13,685,3893,4.0,1,10291,33.620540113952735,86,1,97.64015885660848,19469,6,49145,1
194,9,17547,7202.96,4,2,2,244,4780,3,732,3995,3.0,1,12146,34.42080435421581,98,1,207.9350066373084,62029,6,42233,0
194,9,17547,7202.96,4,2,2,244,4780,3,732,3995,3.0,1,12146,25.318656276683942,107,1,207.9350066373084,6709,1,87296,0
194,9,17547,3093.745000000001,4,2,2,244,4780,3,671,4264,3.0,1,12146,29.29953328172093,108,1,207.9350066373084,7427,1,87187,2
194,9,17547,7202.96,4,2,2,0,4780,-1,732,3995,3.0,1,12146,34.03595960154744,111,1,207.9350066373084,23043,1,84434,0
194,9,17547,7202.96,4,2,2,244,4780,3,46,3995,3.0,1,12146,36.58278065766493,112,1,207.9350066373084,70554,4,5102,0
194,9,17547,7202.96,4,2,2,244,4780,5,179,3995,3.0,1,12146,29.757928804748964,113,1,207.9350066373084,28837,5,85395,0
194,9,17547,7202.96,4,2,2,244,4780,5,748,3995,3.0,1,12146,28.48494738964764,114,0,207.9350066373084,21480,1,84822,2
194,9,17547,7202.96,4,2,2,244,4780,3,732,3995,1540.0,1,12146,36.69706243993381,115,1,207.9350066373084,39580,4,80490,0
621,15,18866,742.6970833333335,7,7,18,0,804,61,62,2876,8.0,0,8604,36.09347016642194,334,2,43.987456380689686,91048,6,35547,1
621,5,18866,742.6970833333335,7,7,18,343,804,61,99,2876,8.0,0,8604,31.7840872527739,335,2,43.987456380689686,73099,5,16447,1
621,5,18866,742.6970833333335,7,7,18,343,804,65,46,2876,8.0,0,8604,38.69005368261896,344,2,43.987456380689686,60132,0,26856,1
621,15,18867,3093.745000000001,6,6,18,343,804,61,99,2876,8.0,0,8604,30.78688209253048,345,2,43.987456380689686,68290,6,22256,1
621,5,6281,742.6970833333335,6,87,18,343,804,61,99,2876,9.0,0,8604,37.797074943352754,348,0,43.987456380689686,53755,4,21911,1
621,5,18866,3093.745000000001,6,6,18,343,804,61,99,2876,9.0,3,8604,39.63199436799439,349,2,43.987456380689686,70111,5,17895,1
651,5,18866,742.6970833333335,6,6,18,343,804,61,179,2876,9.0,0,8604,37.190555131720814,350,2,43.987456380689686,51181,4,22901,1
672,5,18866,742.6970833333335,6,6,18,343,804,61,81,3472,9.0,0,8604,32.20930598089241,351,2,43.987456380689686,37295,4,27809,1
101,10,18782,547.5595833333333,7,1189,6,307,3774,9,81,1079,5.0,2,4256,40.58937907870104,108,2,38.58543335707317,91048,3,21218,2
101,10,18782,547.5595833333333,7,5,6,342,3774,13,99,1079,5.0,2,4256,37.76615005640176,111,2,38.58543335707317,28437,0,32554,2
101,10,18783,547.5595833333333,7,5,6,307,3774,9,117,1079,5.0,2,4256,40.090286185922594,112,2,38.58543335707317,53593,5,20554,2
101,10,18782,547.5595833333333,7,5,6,307,3774,9,99,4311,5.0,2,4256,39.88013912889362,113,2,38.58543335707317,53869,5,20348,2
101,10,18782,547.5595833333333,7,5,6,307,3774,9,99,1079,5.0,2,4256,34.64761317440845,114,2,38.58543335707317,56491,6,22835,2
133,10,18782,547.5595833333333,7,5,6,342,3774,4,99,1079,5.0,2,4256,33.43274419263886,115,2,38.58543335707317,91048,6,13508,2
101,10,18782,547.5595833333333,7,5,6,0,3774,9,99,1079,5.0,2,4256,27.47938991287181,116,2,38.58543335707317,71058,6,16108,2
101,10,18782,547.5595833333333,7,5,6,307,3774,9,99,1079,5.0,2,4256,32.51099075333219,117,2,38.58543335707317,32486,3,19724,2
235,6,4130,1226.00125,6,5,2091,1,3463,11,62,3287,3.0,2,2868,33.30342627948671,218,1,0.0,5493,0,37785,2
235,6,4130,1226.00125,6,5,15,1,3463,15,62,3287,3.0,2,2868,28.17817993752822,227,1,0.0,47167,5,58902,2
235,6,4130,1226.00125,6,5,15,1,3463,15,179,3287,3.0,2,2868,33.43823044405997,228,1,0.0,15800,6,26248,2
262,6,4130,1226.00125,6,5,15,1,3463,7,62,4195,3.0,2,2868,30.76097964847729,231,1,0.0,60867,5,55267,2
262,6,4130,1226.00125,6,5,15,1,3463,11,179,908,3.0,2,2868,38.18665992567103,232,1,0.0,62652,6,57092,2
262,6,4130,1226.00125,6,5,15,1,3463,11,62,3287,3.0,2,2868,33.48584728193561,233,1,0.0,70844,5,51451,2
262,6,4130,1226.00125,6,5,15,1,3463,10,62,3287,5.0,3,2868,28.3392242875815,86,1,0.0,80898,6,49331,2
262,6,4130,1226.00125,6,5,15,1,3463,10,62,3287,5.0,3,2868,23.592149974738888,235,1,0.0,78891,5,47365,2
364,14,12989,3893.28,7,6,20,1,3463,17,30,4170,5.0,2,10294,32.79530225566655,116,2,0.0,88287,0,81931,2
364,15,12989,3893.28,7,6,20,1,3463,17,46,4170,9.0,2,10294,33.57061167750628,117,2,0.0,56119,2,85121,2
364,14,12989,3893.28,7,6,20,1,3463,17,46,4170,9.0,2,10294,25.8644708528506,118,2,0.0,34000,6,74095,2
388,14,12989,3893.28,143,6,20,1,3463,12,46,4170,9.0,2,10294,24.34184966175005,109,2,0.0,48892,5,48249,2
388,14,12989,3893.28,7,6,20,1,3463,17,46,4170,9.0,2,10294,37.67322424479201,110,0,0.0,60593,6,9182,2
388,14,12989,3893.28,7,6,20,1,3463,17,46,4170,9.0,2,10294,27.45405766205431,119,2,0.0,57821,2,84990,2
388,14,12989,3893.28,7,6,20,1,3463,17,99,4170,9.0,2,10294,29.73640988817796,120,2,0.0,41832,6,66076,2
388,14,12989,3893.28,7,6,20,1,3463,17,30,4170,9.0,2,10294,30.37087399518991,123,0,0.0,53452,5,29753,2
1011,13,1763,10357.35,5,3,19,244,495,24,81,1344,1.0,2,12819,28.443065137510608,86,2,355.6436206489915,53381,2,81736,2
1034,13,1764,10357.35,5,3,19,244,495,24,62,4116,1.0,3,12819,38.48307867447628,226,2,355.6436206489915,27443,2,92075,2
1034,13,1763,10357.35,5,3,19,244,495,26,81,4116,1.0,2,12819,33.91414282790677,217,2,355.6436206489915,89223,4,98791,2
1034,13,1763,10357.35,5,3,19,244,495,24,116,4116,1.0,3,12819,39.7175885685404,218,0,355.6436206489915,65902,5,67283,1
1034,13,1763,10357.35,5,3,19,244,495,24,46,4244,1.0,2,12819,31.72176552170905,227,2,355.6436206489915,72600,4,38842,1
1034,13,1764,10357.35,5,3,19,244,495,26,81,4116,1.0,3,12819,34.480791600707576,228,2,355.6436206489915,48620,4,86202,1
1034,13,1763,10357.35,5,3,19,244,495,24,81,4116,1.0,2,12819,40.765726859667936,231,2,355.6436206489915,29823,1,91252,1
1034,13,1763,10357.35,5,3,19,244,495,24,46,4116,1.0,2,12819,31.631421465733183,232,2,355.6436206489915,5306,2,94542,1
838,0,7233,3093.745000000001,5,4,7,174,3457,0,685,1237,3.0,1,478,40.37405530168041,219,0,21.292806879781825,13206,4,32306,2
838,0,7233,1708.4045833333332,5,4,7,0,3457,1,685,1237,3.0,3,478,29.90506027073318,220,1,21.292806879781825,23902,1,59503,0
838,0,7234,1708.4045833333332,5,4,7,174,3457,1,685,1932,3.0,1,478,29.97632051772924,221,1,21.292806879781825,1749,5,46844,0
838,0,7233,1708.4045833333332,5,4,7,174,3457,1,654,1237,3.0,1,478,25.57772431208398,222,1,21.292806879781825,35128,6,9910,0
838,0,7233,3093.745000000001,5,4,7,174,3457,-2,705,1237,3.0,1,478,34.131191792320536,223,0,21.292806879781825,7418,3,34531,0
838,0,7233,1708.4045833333332,5,4,7,174,3457,1,685,4121,3.0,1,478,31.91640805596176,224,1,21.292806879781825,85760,5,51662,0
0,0,7233,1708.4045833333332,5,4,7,174,3457,1,685,1689,3.0,1,478,38.48024953029074,225,1,21.292806879781825,86837,4,47853,0
838,0,7233,1708.4045833333332,5,4,7,174,3457,-4,179,1237,6.0,1,478,28.50983748052252,226,1,21.292806879781825,14563,0,30494,0
531,10,4383,1332.7241666666666,6,6,16,274,2078,24,201,2530,7.0,0,9498,36.58132529772971,383,0,67.19916050936473,68843,6,36501,1
555,10,4383,1332.7241666666666,6,1458,16,0,2078,21,138,2530,7.0,0,9498,30.89117200028079,392,0,67.19916050936473,20956,6,7841,1
555,10,4384,1332.7241666666666,6,6,2361,274,2078,28,239,3002,7.0,0,9498,24.48331718983264,393,2,67.19916050936473,91048,6,18721,1
555,10,4383,1332.7241666666666,6,6,16,274,2078,24,263,2530,7.0,3,9498,27.154216203127604,396,2,67.19916050936473,70009,5,31645,2
555,10,4383,1332.7241666666666,6,6,16,274,2078,24,201,2530,7.0,0,9498,38.1405284034128,397,2,67.19916050936473,77023,4,23071,2
555,10,4383,1332.7241666666666,6,6,16,274,2078,27,138,2530,7.0,3,9498,29.11794875442157,398,2,67.19916050936473,30557,2,36090,2
555,10,4383,1332.7241666666666,6,6,16,274,2078,24,201,2530,7.0,3,9498,34.39128628942243,399,2,67.19916050936473,22892,6,7118,1
555,10,4383,3093.745000000001,6,6,16,0,2078,19,201,2530,7.0,0,9498,40.60617536673948,400,0,67.19916050936473,9879,6,13361,1
597,13,7542,2165.7941666666666,6,6,16,244,4483,25,81,3695,1.0,3,6217,37.25149113990968,194,1,40.04614066641852,21679,5,36020,2
620,15,7542,2165.7941666666666,6,6,3059,244,4483,27,81,3695,1.0,2,6217,23.336816261184048,203,0,40.04614066641852,3211,6,56462,2
597,13,7542,2165.7941666666666,6,6,16,244,4483,27,81,3695,1.0,2,6217,32.1146907902969,204,1,40.04614066641852,91048,6,55123,2
597,13,7542,3093.745000000001,6,6,16,244,4483,27,81,798,1.0,2,6217,27.57106824544908,207,1,40.04614066641852,91048,2,49908,0
597,13,7542,2165.7941666666666,6,6,16,244,4483,27,81,798,1.0,2,6217,25.598615186126413,208,1,40.04614066641852,84393,4,56806,2
597,13,7542,2165.7941666666666,6,6,16,244,4483,24,30,4362,1.0,3,6217,38.39930687907256,209,1,40.04614066641852,85386,4,56272,0
597,13,7542,2165.7941666666666,6,6,16,244,4483,28,81,3695,1.0,2,6217,28.58388093658081,210,1,40.04614066641852,18338,4,36671,0
597,13,7543,2165.7941666666666,6,6,16,244,4483,27,46,200,6.0,3,6217,38.68960061151133,211,1,40.04614066641852,42022,6,7189,0
134,7,16168,6521.796666666666,7,9,25,307,3701,49,219,3312,10.0,0,5629,33.64488302497669,105,2,313.20464688853724,59019,3,4071,1
134,7,16168,6521.796666666666,7,9,25,307,3701,49,219,4213,10.0,0,5629,27.36091937637919,106,2,313.20464688853724,53472,6,15119,1
134,7,16168,3093.745000000001,7,9,25,307,3701,46,219,4213,6.0,0,5629,23.627101188115496,97,2,313.20464688853724,66552,6,91479,2
134,7,16168,6521.796666666666,7,9,25,307,3701,49,219,457,10.0,0,5629,26.684045136515927,98,2,313.20464688853724,32112,2,61266,1
134,7,16168,6521.796666666666,7,9,25,307,3701,49,219,3312,10.0,0,5629,38.83169530336729,107,2,313.20464688853724,58945,1,81050,1
134,7,16168,3093.745000000001,7,9,25,307,3701,53,219,3312,14.0,3,5629,27.12033959263833,108,2,313.20464688853724,86015,1,77374,1
149,7,16168,6521.796666666666,7,9,25,307,3701,49,219,249,14.0,0,5629,36.97298880353323,111,2,313.20464688853724,53096,5,14469,1
134,7,16168,6521.796666666666,7,9,25,307,3701,49,239,2239,14.0,0,5629,38.315817398465946,112,2,313.20464688853724,8325,0,74007,2
308,1,731,9280.845,1,2,1,3,5591,14,671,4091,2.0,1,6589,27.739428545506566,208,1,48.51475767394586,43322,5,96165,0
308,1,731,9280.845,1,2,1,3,5591,14,671,1553,3.0,1,6589,43.23016415840122,209,1,48.51475767394586,22071,1,98001,2
308,1,731,9280.845,1,574,1,3,5591,10,654,4091,3.0,1,6590,30.56640246040996,86,1,48.51475767394586,89568,1,410,0
308,1,731,3093.745000000001,1,2,1,3,5591,14,705,4091,3.0,1,6589,28.95569705256685,86,1,48.51475767394586,91048,1,96389,2
308,1,731,9280.845,1,2,1,3,5591,18,671,4091,3.0,1,6589,27.25414395944185,212,1,48.51475767394586,39476,5,96914,0
308,1,731,9280.845,1,2,1,3,5591,14,705,3659,3.0,1,6589,34.93982598866159,213,1,48.51475767394586,66620,5,85333,0
308,1,732,9280.845,1,2,1,3,5591,9,671,4091,3.0,1,6589,28.41937064559905,214,1,48.51475767394586,20177,1,98135,2
308,15,731,9280.845,1,2,1,3,5591,14,685,4091,3.0,1,6589,31.30136046489593,205,1,48.51475767394586,50353,0,94545,0
492,9,5842,1650.736666666667,7,10,32,402,132,24,299,3098,8.0,3,7737,30.55347505658147,387,2,110.20888514606168,63753,2,19199,2
492,9,5842,1650.736666666667,7,10,32,402,132,23,299,3098,8.0,3,7737,26.47974325158272,388,2,110.20888514606168,50918,3,29088,2
492,9,5842,3093.745000000001,7,10,3506,402,132,23,179,3098,8.0,0,7737,28.79034554112048,389,0,110.20888514606168,17613,5,6866,2
492,9,5842,1650.736666666667,7,10,32,402,132,23,179,3098,8.0,0,7737,32.26789524828023,390,2,110.20888514606168,67360,5,28686,2
492,9,5842,1650.736666666667,7,10,32,402,132,23,239,3098,8.0,0,7737,38.21835070379954,391,2,110.20888514606168,82627,4,15867,2
1293,9,5842,1650.736666666667,7,10,32,402,132,26,299,3098,8.0,0,7737,25.33874145683324,382,2,110.20888514606168,69546,2,16461,2
492,9,5842,1650.736666666667,7,10,32,402,132,26,299,3098,8.0,0,7737,25.968430270942136,86,2,110.20888514606168,80049,3,14512,2
492,9,5842,1650.736666666667,7,10,32,402,132,23,299,3098,8.0,3,7737,36.85305772712228,86,2,110.20888514606168,31988,6,3521,2
702,10,2488,11615.283333333333,6,3,18,307,3572,7,99,3831,5.0,2,7867,37.88519872034642,102,2,389.8371966599542,54180,2,86740,2
702,10,2488,11615.283333333333,6,3,18,307,3572,7,179,1346,5.0,2,7867,24.566216251895376,103,0,389.8371966599542,85931,0,5567,2
